Date,Open,High,Low,Close,AdjClose,Volume
1999-09-16,17.473053933228734,18.291311912750363,17.321990066370848,18.11508,18.11508,53188800
1999-09-17,18.228373599601966,19.14104963452345,18.152841664796984,19.128464,19.128464,52569600
1999-09-20,18.90816068882979,19.147340512321556,18.56827162065717,18.933338,18.933338,21517600
1999-09-21,18.637503427997302,18.807451792179794,18.32908287109356,18.360553,18.360553,25990400
1999-09-22,18.505324181432822,19.172527577062237,18.184311945197834,19.147341,19.147341,30475200
1999-09-23,19.25435006830796,20.041139525210546,18.417207600830636,18.794858,18.794858,52252000
1999-09-24,18.80745157519791,19.43688435883907,18.50532383905015,19.084402,19.084402,40697600
1999-09-27,19.49982251640765,19.883782648080437,19.37394522808128,19.468354,19.468354,27277600
1999-09-28,18.794858282487386,19.789366713032233,18.706742325423598,19.499823,19.499823,38868000
1999-09-29,19.449468566442587,19.587948412782964,18.64379459573686,18.908161,18.908161,25724000
1999-09-30,18.908160948147138,19.550177759167294,18.259843665984096,19.052932,19.052932,35874400
1999-10-01,18.870399092610043,18.97739954161074,18.404614209805107,18.813744,18.813744,21776800
1999-10-04,19.034047064964188,19.134756308694158,18.568271445338294,19.119022,19.119022,18584800
1999-10-05,19.20399521249999,19.78936617458279,19.20399521249999,19.613125,19.613125,35221600
1999-10-06,19.814543849339397,20.99787747185395,19.61312536040075,20.576156,20.576156,53060000
1999-10-07,20.972699814723594,20.997877125425543,19.890075454539783,20.198496,20.198496,34461600
1999-10-08,20.26773592046257,21.602133440691784,20.26773592046257,21.545486,21.545486,42052000
1999-10-11,21.463653196026407,22.628109983953266,21.451069173033694,22.407807,22.407807,40125600
1999-10-12,22.38262995574157,22.40780726727784,21.293712742436703,21.356653,21.356653,37512800
1999-10-13,21.40071425717344,21.879083164098493,20.305496600798772,20.579306,20.579306,58283200
1999-10-14,20.097786934604684,20.604483338231535,19.336174789786263,20.547836,20.547836,71625600
1999-10-15,19.650886667752577,20.46915391057933,19.248049690422604,19.990785,19.990785,46405600
1999-10-18,19.68865750581993,19.776782728305033,19.034047409718497,19.707542,19.707542,35796800
1999-10-19,20.229973704594844,20.714633811774995,19.638302272727266,19.94043,19.94043,41896800
1999-10-20,20.286620430252093,20.38103847119444,19.79251729906525,20.374738,20.374738,27703200
1999-10-21,20.041139947298305,21.841322351571645,19.908960572606194,21.721727,21.721727,35216000
1999-10-22,22.181211610660494,22.73511246813442,21.2559438949233,21.72802,21.72802,39022400
1999-10-25,21.77837452009582,22.124564065013494,21.161525753664307,21.262235,21.262235,23416800
1999-10-26,21.740613261987573,21.879083843561986,20.884584665116332,20.922346,20.922346,18317600
1999-10-27,21.23076621814362,21.23076621814362,20.49433137412249,20.960107,20.960107,20225600
1999-10-28,21.46365280716838,21.954614999999986,20.99787719036696,21.954615,21.954615,28864000
1999-10-29,22.256742823793505,22.79805964048156,21.891676448562368,22.432984,22.432984,35095200
1999-11-01,22.3133909594656,23.119064932998278,22.1560342721487,22.678465,22.678465,32648000
1999-11-02,23.11277210427168,23.11277210427168,22.080502326194186,22.640696,22.640696,39400000
1999-11-03,25.064017673892014,26.259935310940506,24.27092774664108,26.234758,26.234758,113090400
1999-11-04,27.059317905216457,27.09707762744468,25.945215658305095,26.580949,26.580949,53275200
1999-11-05,27.46844646362006,30.099478600682993,27.298496491377357,29.646287,29.646287,92534400
1999-11-08,29.658872760518165,29.7973510948841,28.802844174900493,29.142741,29.142741,47781600
1999-11-09,30.313482348861218,30.81702856728084,29.23085797925903,30.193887,30.193887,48782400
1999-11-10,30.46454662828379,33.05780968837737,30.03024113098287,32.182895,32.182895,76672800
1999-11-11,32.837504936624136,34.845398622286545,32.428376752532564,34.795044,34.795044,72888000
1999-11-12,35.714012313859996,39.83050575925923,35.24823518518516,38.068094,38.068094,145692000
1999-11-15,39.301782691576115,40.90053882706236,35.24823559782611,37.061002,37.061002,131190400
1999-11-16,36.95872240734057,37.61490295896034,35.75178192886458,36.809229,36.809229,71872000
