Date,Open,High,Low,Close,AdjClose,Volume
1999-01-04,24.705671332622163,25.05324295016844,24.38618631232583,24.70567133333333,24.70567133333333,8447833
1999-01-12,23.82094350781573,24.1088311092829,23.64540228869511,23.824454333333335,23.824454333333335,8109833
1999-01-21,24.021060494297185,24.277350674832118,23.852540923799562,24.08425533333333,24.08425533333333,7749900
1999-01-29,23.57167511266411,23.842008594700406,23.343471526784967,23.617315833333333,23.617315833333333,8365366
1999-02-08,24.10979912109015,24.45937002243782,23.746104142798774,24.05683383333333,24.05683383333333,10444066
1999-02-17,23.16348602800619,23.385940238445084,22.979873029237638,23.15201066666667,23.15201066666667,6538600
1999-02-25,22.429033884483488,22.697391343049986,22.15714540703478,22.450219999999998,22.450219999999998,9289166
1999-03-05,24.349908352424567,24.770099637428967,24.11686108670121,24.43818383333333,24.43818383333333,11694533
1999-03-15,25.024333245092787,25.246787455517335,24.791285975547577,25.010209166666666,25.010209166666666,8245766
1999-03-23,24.494680284791972,24.685355324140478,24.12392326923896,24.3499085,24.3499085,6467466
1999-03-31,24.314598193216312,24.597079729381743,24.127454175989538,24.462901000000002,24.462901000000002,7127866
1999-04-09,25.462179562123627,25.99889448049403,25.292690639392408,25.818812499999996,25.818812499999996,8094400
1999-04-19,27.05466926782398,27.270061442025376,26.482644153517345,26.9134285,26.9134285,10166100
1999-04-27,27.824431251010555,28.512979996749447,27.541949715299182,28.2375605,28.2375605,13084733
1999-05-05,28.186288393968223,28.366844011054795,27.66615850618798,27.931493666666668,27.931493666666668,8290600
1999-05-13,26.862608901679348,27.107459631139083,26.653243787404318,26.887448833333334,26.887448833333334,8167666
1999-05-21,27.462315821643116,28.015891383229917,26.969065804243737,27.43392733333333,27.43392733333333,9151133
1999-06-01,27.284887744733243,27.501349982943328,26.88744888122129,27.270693499999997,27.270693499999997,6271566
1999-06-09,27.373601466830333,27.77813744921843,27.06842519861334,27.394892833333333,27.394892833333333,6510200
1999-06-17,26.901643099367607,27.135848144808865,26.55743265662672,26.770346333333332,26.770346333333332,7503866
1999-06-25,26.206125119647144,26.511301389032706,25.97546863434145,26.305484833333335,26.305484833333335,8020133
1999-07-06,27.142944944962718,27.34166437458023,26.873254290732746,27.107459333333335,27.107459333333335,6734500
1999-07-14,26.72066658051646,26.93358025879696,26.465170165061384,26.773895,26.773895,7388100
1999-07-22,26.631952387188367,26.958420024337546,26.262902014178092,26.667438,26.667438,7106800
1999-07-30,27.111008350061713,27.416184623066286,26.777443588656325,27.16778533333333,27.16778533333333,7696066
1999-08-09,27.76924940502724,27.957863497352605,27.526974617469136,27.826206499999998,27.826206499999998,8066900
1999-08-17,28.06536089899696,28.272222118150808,27.815700806735098,28.143825500000002,28.143825500000002,6685400
1999-08-25,27.42694436401781,27.630239010712355,27.052454226974515,27.212949999999996,27.212949999999996,6700533
1999-09-02,27.220083078819524,27.6088395059587,27.034621296496898,27.330646833333333,27.330646833333333,7176800
1999-09-13,26.995389286491914,27.262882243625217,26.5745336990212,26.86699266666666,26.86699266666666,7643566
1999-09-21,25.893318378404476,26.178644201722182,25.451063354111316,25.768488333333334,25.768488333333334,8852966
1999-09-29,25.49386204474773,25.74352213837021,25.044473878189663,25.369032,25.369032,9699466
1999-10-07,25.10867201391335,25.333366094526912,24.908943940194217,25.140771166666667,25.140771166666667,7391633
1999-10-15,25.490295453571232,25.761354980900606,25.162170759402184,25.558060333333334,25.558060333333334,7573300
1999-10-25,25.18357015218207,25.4403633901014,24.855445459705706,25.09440583333333,25.09440583333333,8657300
1999-11-02,25.226873662408483,25.530181048926988,24.816526607900826,25.155669666666668,25.155669666666668,8725266
1999-11-10,26.628770015172336,26.951673450707577,26.438615769156694,26.8727415,26.8727415,8996966
1999-11-18,27.43602846677847,27.619007079850082,27.10953721587191,27.291619333333333,27.291619333333333,7376933
1999-11-29,27.79839772112324,28.275577237868422,27.586716582049263,28.109639833333333,28.109639833333333,10681366
1999-12-07,28.885505854413054,29.21917273428892,28.472907025965302,28.778768333333332,28.778768333333332,12084966
1999-12-15,28.35092145227831,28.75275683603787,28.056720546229815,28.306971166666667,28.306971166666667,11571033
1999-12-23,28.178706056071757,28.444204433248828,27.78763412254465,28.0531325,28.0531325,6043100
2000-01-03,27.877329879723607,28.551839280420918,27.550838630068338,28.128477,28.128477,15010800
2000-01-11,28.874742449654534,29.420090467305627,28.62359533582843,29.104362666666663,29.104362666666663,11229966
2000-01-20,29.04695758023608,29.31963158766833,28.429853241489273,28.78863483333333,28.78863483333333,11364066
2000-01-28,28.250462469079917,28.724054165675607,27.64053376409704,28.243286833333332,28.243286833333332,11708066
2000-02-07,26.733602691871884,27.180140938056365,26.30861145208874,26.625626333333333,26.625626333333333,10762733
2000-02-15,26.75277543586252,27.135215652506663,26.309000470194537,26.68422483333333,26.68422483333333,11043866
2000-02-24,25.46474576673961,26.13221218272989,24.999323237942153,25.73173233333333,25.73173233333333,10769700
2000-03-03,26.446101883016357,27.434673765358937,25.948208014645846,26.884464499999996,26.884464499999996,13972400
2000-03-13,26.68783286157956,27.182118804839416,26.027582300459795,26.705872499999998,26.705872499999998,11268400
2000-03-21,26.323432400483696,26.8754451672294,26.056445832107993,26.566065,26.566065,10331066
2000-03-29,27.604246476829925,28.311400094700645,27.153255652525697,27.701660500000003,27.701660500000003,14333166
2000-04-06,27.676404836979657,28.08049261669605,27.387770711930916,27.6439335,27.6439335,8892233
2000-04-14,26.9439956689582,27.499616361138663,26.460533506191297,26.943995666666666,26.943995666666666,11530300
2000-04-25,27.58259840812841,27.853192898880703,27.21458990153035,27.463536833333333,27.463536833333333,9409966
2000-05-03,27.431065909038136,27.81711405600265,27.20376653401793,27.61507016666667,27.61507016666667,8559933
2000-05-11,28.61017733851931,28.933025796151167,28.359879096404665,28.710839833333335,28.710839833333335,9137166
2000-05-19,28.606549834673686,28.94753584434589,28.330859016140177,28.719002666666665,28.719002666666665,8408766
2000-05-30,28.301838996406634,28.74439530851404,27.93908791777942,28.472331999999998,28.472331999999998,11890466
2000-06-07,28.16036604503042,28.501352054599028,28.008010592217776,28.145856,28.145856,9923133
2000-06-15,28.900378102210848,29.292149262349074,28.581157157125904,29.0645225,29.0645225,11261600
2000-06-23,28.69361002215103,28.853220494413392,28.301838860600867,28.46144933333333,28.46144933333333,9493400
2000-07-03,27.322410973239414,27.70692711317626,27.10476032917926,27.387706166666664,27.387706166666664,9644900
2000-07-12,27.445746103144614,27.5799640007375,27.034930979797863,27.26709166666667,27.26709166666667,9548466
2000-07-20,26.96328766965945,27.333293767218773,26.61867414434664,26.963287666666663,26.963287666666663,11586766
2000-07-28,28.236543473691373,28.581156992264596,27.902812485908942,28.219312333333338,28.219312333333338,11070400
2000-08-07,28.459447996519284,28.6559275001871,28.273831228324795,28.383052500000005,28.383052500000005,7133133
2000-08-15,29.02892566748655,29.27055936680183,28.806439869011,29.028925666666662,29.028925666666662,7121466
2000-08-23,29.058104314101172,29.23682241528815,28.86844428869199,29.007042,29.007042,7817700
2000-08-31,29.00339477527478,29.20034941797634,28.853855139589225,29.048073833333333,29.048073833333333,9370700
2000-09-11,30.148649274071214,30.58267894310723,29.988167714497312,30.3136895,30.3136895,15123233
2000-09-19,30.44408127059876,30.706687459912917,30.057466606313778,30.33375066666667,30.33375066666667,15344100
2000-09-27,31.29025663356332,31.684165913581534,31.096949301816753,31.4543855,31.4543855,13105466
2000-10-05,31.89935756699187,32.49022149617898,31.749817930666165,32.15102183333333,32.15102183333333,14554433
2000-10-13,31.177190167006703,31.512742517216633,30.513380081013935,30.790575500000003,30.790575500000003,13271633
2000-10-23,30.878110941250963,31.18448482890989,30.462317813362997,30.797870166666666,30.797870166666666,10628100
2000-10-31,31.220958181150134,31.596630925846856,30.837990820690397,31.199074333333332,31.199074333333332,11279900
2000-11-08,31.6337299895946,32.00698240695291,31.300206750340873,31.658905500000003,31.658905500000003,9198533
2000-11-16,32.212480607058126,32.72559327857429,32.109858072175285,32.498357666666664,32.498357666666664,9361966
2000-11-27,31.930268716698446,32.307773041597734,31.490457851991582,31.820315999999995,31.820315999999995,11853366
2000-12-05,30.944359321050698,31.314533465706493,30.394595743129724,30.695133166666665,30.695133166666665,13027933
2000-12-13,30.236996862875355,30.77943026320888,29.984105617972705,30.262652499999998,30.262652499999998,14933266
2000-12-21,30.50088373477156,30.937029513824104,30.258987757363773,30.592511,30.592511,9612600
2001-01-02,29.932794496770494,30.302968644264507,29.36104037455549,29.63592216666667,29.63592216666667,16641033
2001-01-10,28.682998774776127,28.8992391185602,28.261513360246187,28.54372533333333,28.54372533333333,15173233
2001-01-19,28.51073919917307,28.752635174104554,28.25051777198961,28.536394833333333,28.536394833333333,13933366
2001-01-29,29.056838287912793,29.42510558758799,28.827549987974066,29.180571333333337,29.180571333333337,11255900
2001-02-06,30.023708563170562,30.25950189468251,29.798349481667728,30.01505416666667,30.01505416666667,10144266
2001-02-14,29.636601148741345,29.897745206332285,29.338909546562334,29.591210666666665,29.591210666666665,11054933
2001-02-23,29.28290756366521,29.571168033211972,28.953383039735872,29.195074166666668,29.195074166666668,11330866
2001-03-05,29.884186686980826,30.145331216200432,29.62186488751804,29.90246116666667,29.90246116666667,10518233
2001-03-13,29.109008246823148,29.39726830418259,28.85081140480808,29.032964000000003,29.032964000000003,13407766
2001-03-21,27.93710216249542,28.241278682465147,27.467279177777996,27.820972666666666,27.820972666666666,14849900
2001-03-29,28.00371555145219,28.363892899541796,27.68185368525784,28.08447483333333,28.08447483333333,12149633
2001-04-06,29.10429252876027,29.490408140658346,28.840790452198117,29.30354033333333,29.30354033333333,12238700
2001-04-17,30.12293066455868,30.524962732352023,29.963768584784418,30.355778500000003,30.355778500000003,14555800
2001-04-25,31.346122689129732,31.55067572069564,31.090283862208196,31.296015166666667,31.296015166666667,13508966
2001-05-03,31.072015069288103,31.368551695702138,30.875345464519054,31.1742375,31.1742375,10835600
2001-05-11,31.56932207005069,31.78140043241846,31.367908594274127,31.66825233333333,31.66825233333333,11662733
2001-05-21,31.54740439866085,31.665883461649276,31.218625813589654,31.317554833333332,31.317554833333332,11108333
2001-05-30,31.804504288000036,32.0906297175268,31.587687002758134,31.891586,31.891586,12367166
2001-06-07,31.87085245182348,32.0485708988036,31.63981827697864,31.82464516666667,31.82464516666667,10098833
2001-06-15,31.454367870858434,31.696692051633804,31.247575795341536,31.451404666666665,31.451404666666665,13342500
2001-06-25,31.160472573214815,31.405187071571998,31.034856388783783,31.177062833333334,31.177062833333334,12440733
2001-07-03,30.918128723008905,30.993972705371277,30.574462584670282,30.72674183333333,30.72674183333333,9969933
2001-07-12,30.389000868884157,30.712520688721952,30.13539779546632,30.40440666666667,30.40440666666667,11750066
2001-07-20,30.145471596859466,30.562611540732423,29.640638167773904,30.149027,30.149027,10982833
