Date,Open,High,Low,Close,AdjClose,Volume
1999-03-17,21.137012931535264,21.421465486514514,20.940084239626547,21.093251,21.093251,58679200
1999-03-18,21.322996999999994,21.530870199774355,21.11513185242099,21.322997,21.322997,54057600
1999-03-19,21.694981156874935,21.771560509453785,20.81426687561612,20.830679,20.830679,71022800
1999-03-22,20.852559888165025,20.874440853420182,20.130488034744833,20.152369,20.152369,49174000
1999-03-23,20.228948725268715,20.48058385644018,19.91167874931684,20.053901,20.053901,66840000
1999-03-24,20.08672624528302,20.907266474210843,19.999202383647802,20.874441,20.874441,64180000
1999-03-25,21.03855237947032,21.060425292801135,20.436821801404125,20.644695,20.644695,60403200
1999-03-26,20.65563110804914,21.20265523696993,20.414940491323993,20.425885,20.425885,53682400
1999-03-29,20.57904410145489,21.290179508887437,20.327417023387905,21.279235,21.279235,44410400
1999-03-30,21.126076293138592,21.530870130262322,21.115131784251158,21.279235,21.279235,50729200
1999-03-31,21.333941167192428,21.618393716088327,20.786917034700316,20.808798,20.808798,38569200
1999-04-01,20.994790782043953,21.246417863495356,20.808798546018622,21.158894,21.158894,32888800
1999-04-05,21.33394154411765,22.318585000000002,21.312060578431375,22.318585,22.318585,56909600
1999-04-06,22.187298895566972,22.964075792281463,22.05601310328551,22.83279,22.83279,70669200
1999-04-07,23.00783831303852,23.368871625354775,22.493632987701037,23.128181,23.128181,65404400
1999-04-08,23.106299869104408,23.34699049274091,22.482694969943903,22.94219,22.94219,54526400
1999-04-09,23.17194269721272,23.226647737227974,22.767142205681505,22.898428,22.898428,44679200
1999-04-12,21.574631791836733,21.870028674519283,21.005726693877552,21.443346,21.443346,83342600
1999-04-13,22.034132670454547,22.056013636363637,20.940084375,21.180775,21.180775,71036800
1999-04-14,21.487108620614034,21.53087055263158,19.692869407894737,19.955441,19.955441,104478400
1999-04-15,20.480583965775402,20.524345897326207,19.78039306096257,20.458703,20.458703,63876800
1999-04-16,20.261774661572048,20.43682239082969,19.763981281113796,20.042965,20.042965,34904400
1999-04-19,19.999203121621626,20.65563210810811,19.255250270270274,19.430298,19.430298,64349400
1999-04-20,19.692869171270715,19.95544076022099,19.43029758232044,19.802274,19.802274,39453400
1999-04-21,20.152369479144387,20.83067941818182,19.649107266310164,20.458703,20.458703,43047400
1999-04-22,21.00572682926829,21.574631930894306,20.830679105691054,21.53087,21.53087,56996800
1999-04-23,21.684036896761125,22.23106103643724,21.355822412955458,21.618394,21.618394,44717000
1999-04-26,21.946608950533463,22.62491889815713,21.880966052376333,22.559276,22.559276,37821600
